,comment
1807,Мать девушки конечно хороша. Как ее муж избил - норм. А когда ребенок - то психушку надо вызывать!
1808,Афигеть
1809,"дым лишний, кажется "
1810,Продала квартиру в 1983 году? Чот сомнительно.
1811,Можно ссылку на поиск именно нужного психотерапевта?
1812,"Хотите прикол, я там жила, и слышала про это преступление. И вот сейчас спустя 22 года смотрю этот выпуск и вот тебе открытие... Я жила рядом с маньячкой. Жесть. Заодно статистику слышала недавно, что за свою жизнь человек 16 раз пересекается с маньяками."
1813,"Блин! Гедонизм же не про комфорт, а про наслаждение."
1814,"В Пятигорске примерно в 2008-2009 гг убивали таксистов, выянилось что убивала их женщина, а с ней был как отвлекающий маневр ее 15 л сын. "
1815,откуда же берутся  такие монстры среди людей
1816,"Что касается рекламы психологического консалтинга - а есть вероятность, что психолог, побеседовав в потенциальным пациентов, скажет что с психикой всё хорошо и психологическая помощь ему не нужна? Или финансовая составляющая сильнее?"
1817,"Ну первый случай парень на остановке поплатился за свой острый язык, другие с пенсионерами не знаю может они тоже что ей сказали, мужчины чаще женщин не следят за языком и говорят гадости, не думая что как и среди мужчин так и среди женщин могут встретится неуравновешенные"
1818,Такие истории конечно полезны но и страшны
1819,"После момента о муже, я вообще опешил, ну как можно любимому человеку добавлять в еду яд, это же безумие. Это так гадостно и подло."
1820,Фильм в Голливуде уже сняли Монстр с участием Шарлиз Терон
1821,"Только начала смотреть сразу поняла что её изнасиловали и это месть мужчинам. Как психолог -  сексолог смотреоамэто видео и поняла почему они все в конце так ничего толком и не сказали.... Либо им нехватилоьспецов для расследования либо это фишка видео такая....Её убмйства - это  продуманное поведени4 и месть мужчинам именно этого возраста. Наш мозг работает так, он принимает решение за 30 секунд минимум. То есть ты о чем то подумал и через 30 секунд об этом сказал или сделал. Здесь нет случайности."
1822,"Что за бред несёт этот Миронов? Может у него с ней связь какая-то есть? Какие фильмы,какое ""что-то произошло""?! Она людей убила алло! С их родственниками не хотите пообщаться и им предложить с ней в кино сняться вместе?
Что за система правосудия такая отбитая...отнял жизнь нескольких людей- 10 лет,ещё и УДО можно получить. Абзац.
Если 100 % доказано убийство хотя бы одного - в клетку НА ВСЕГ ДА ! Какое освобождение еще? "
1823,"Очень жутко, то что рассказывают. Такое бывает"
1824,Зюзино страшный район печушкин и эта с одного района 
1825,Она молодец Машенька. Мой идеал
1826,"Следователь просто хочет похайпиться на истории, а не вникнуть в неё. Искренне жаль девушку, лучше бы тех, кто над детьми в дет. доме издевались запихивали бы в психушку, чем её. Думаете, после 15 лет тюрьмы она перестанет мучать детей? Если паттерн садиста есть, то он остаётся. История безумно интересная, но очень много отходов от темы со стороны следователя."
1827,Освободите Машу Петрову! Она здорова!
1828,"Обратите внимание, как мужчина говорит об изнасиловании. Ну было и было... ппц"
1829,"Оперуполномоченный не может расследовать дело, он проводит проверку, ищет негодяя.  Уголовное дело у следователя"
1830,"опыты на ней проводят, хоть какую-то пользу приносит сейчас"
1831,Я в шоке от Иванютиной !
1832,Что за сроки им дали за убийства маленьких детей? По 4 года и 15 лет ? Их же надо было расстрелять в качестве доброго наказания.
1833,"Слледователь говорит об изнасиловании не как о преступлении, а как обычное дело. Он видно женоненавистник, когда он говорит что она одеваласьь сексуально!!!! Она просто одевалась как все девушки молодые. И что мать вызвала психушку а не повела к психологу.. Это предательство. Что в детстве и в юности вложишь то и получишь."
1834,Если бы мужчин в детстве насиловали в задний проход их отчимы а мать избивали они бы понимали всю связь и то как это влияет на психику. Я парень. Меня не насиловали. Но я в состоянии понимать чужие проблемы
1835,Произошла одержимость бесами! 
1836,А опер до сих пор  влюблен в неё 
1837,Саша такая красивая 
1838,"Эксперты просто кошмар, вы где их нашли? ️"
1839,На 27:50 минуте в кадре опер Миронов с наколками на руках не похож на опера а больше на отпетого урагана 
1840,"Интересно было бы услышать историю Гайдамачук 
Петрова далеко не одинственна серийная из России."
1841,Впихивать в часовой ролик 2 рекламы — какая же халтура и дно
1842,"Как бы рассуждал данный следователь если бы его близкие были в роли пострадавших 
Фильм замутил бы?"
1843,"На каком же тогда основании она, Мария, до сих пор в псих больнице и её не выпускаю после очередного осмотра? Следователь как-то неудобно понимающе и оправдывающе говорит о ней, хотелось бы узнать больше."
1844,
1845,Мне она очень понравилась! 
1846,Правильно говорит Дмитрий Миронов. Это у женщины появилось желание самоутвердиться. Самореализоваться. Подавляющая мать тоже дала толчок к этому. Она перед ней показала какая она сильная. 
1847,Что за сроки за замученных деток ... как такое вообще возможно
1848,Максимальный ТРИГГЕР фемок в комментариях.
1849,из за рекламы вас хочется смотреть...а жаль...интересно
1850,"следователь просто феерический, представляю его отчёты, майн рид, не меньше. и амазонка, и акула, и охотница, и с таким смаком это всё. надеюсь, съемочная бригада следила, чтобы во время съемок у него руки были на столе. 
а женщина нездоровый человек, запустили процессы в её мозгу детские травмы или общая обстановка вокруг, нормализация насилия и ощущение своего бессилия против окружающих, могут предположить (и то без уверенности) психиатры
но очень смешно мнение, что женщина берет с собой нож чтобы высматривать жертву. наверняка, ага, именно для этого."
1851,"Дмитрий Миронов очень неприятный, больше похож на преступника,чем на сотрудника МВД"
1852,"...а как же?она столько непонятных людей убила,а у них тоже были семьи!"
1853,Приняла как факт- очевидно с головой не в порядке 
1854,"39:08 безопасных для женщин, детей и даже мужчин времён не бывает
Видео на этом канале в целом говорят об этом факте
Никогда не знаешь, с чем столкнешься, выйдя из дома

Или придя домой — как девочка Юля, жертва маньяка Тушинского

Как же хочется мира и безопасности"
1855,"Жалко девушку, ее явно спровоцировали."
1856,"Почему данную Сашу так заинтересовали маньяки? Весь канал им посвящен. Этих особей (людьми я не могу их назвать) хочется предать забвению за их деяния, а не посвящать им целые передачи. Много чести для них. Сочувствую их жертвам!"
1857,Кажется зюзинскую целиком и полностью перенесли как персонажа книги Петровы в гриппе.
1858,Подписалась но к сожалению очень много историй уже давно были рассказаны другими ведущими.
1859,"Не хватает фото и видео материалов в видео. Сидеть и смотреть, как вы сидите на стуле и что-то говорите - не очень интересно"
1860,У клинического психолога такая клиническая внешность!
1861,"А родители все знали и психушку вызывали и угрожали ее туда сдать,это конституциональный тип Маньяка,она родилась такой!И родители всегда это знали и молчали !"
1862,"Смотрю уже  несколько выпусков подряд. Мужчины маньяки -нападают на слабых женщин, детей и пожилых алкашей. 
Женщина -нападает на крепких, взрослых мужчин "
1863,"Всё из детства идёт, однозначно"
1864,почему такие маленькие сроки
1865,
1866,"4 года ? 15 лет ? Это что ,это как понять."
1867,"у меня мама была знакома с Аклейтой, сказала что она была очень противной женщиной и она ей не нравилась"
1868,"У неё же на лице написано, что безумная."
1869,"Интереснее было, когда приглашали обычных людей на подкаст - не экспертов"
1870,"История интересная!.. Жаль Марию ,у женщины не сложилась жизнь...Жаль убитых мужчин, ни за что потерявших жизнь!..."
1871,"Я извиняюсь, а этот следователь влюбился в Марию что ли  почему он её так оправдывает и защищает"
1872,Что-то нафантази́ровала себе девчонка и сломала оставшуюся жизнь и себе и своим родителям и ближайшим родственникам двух убитых мужчин
1873,"мне ""нравится"" название ролика, такое громкое и интригующее типа ""как ловили и как им это удалось????"" подразумевающее будто это было супер сложно и чуть ли не сюжет триллера, а по факту она попалась как лохуха... пол часа жизни в пустую в ожидании интересного расследования-поиска."
1874,"Весёленький у меня район, про эту даму не знал, получается уже двое маньяков считая Пичушкина тут орудовало. А сама история напомнила серию в Дальнобойщиках, там девушку изнасиловали и она мужикам горло резала бритвой если на них браслет видела на руке"
1875,"Ведущая приятная девушка, красивая."
1876,"Как же хорошо, что Марию принудительно лечат. Она больна а больных нужно лечить"
1877,"Капец как скучно  
Столько шортсов внизу, все в ходе вашего видео намного интереснее, чем эти истории ваши"
1878,"Про бабку Жукову в выпуске не рассказали, которая успела только троих убить и съесть."
1879,"В США мужик другого мужика убил типо превысил самооборону, может чуть даже больше борщанул, так ему 30 лет дали.
Тут людей, детей, толпой кромсают направо налево, режут травят... 4года 10 лет 15 лет... Это закон что-ли?! Жизнь человека ничего не стоит в этом государстве, это сразу понятно"
1880,"Да уж, вылечили ! Пусть бы лучше отсидела 10 лет."
1881,Да уж.жила в соседнем доме от меня
1882,"Убийство ради убийства. Удовольствие когда она вернулась, чтобы посмотреть в глаза умирающему. Дико опьяняющее чувство доминирования, абсолютной власти над жизнью и смертью. Потом фаза удовлетворённости, которая переходит в состояние ломки. Нужна ещё одна доза. Эти люди как на игле, фаза удовлетворения всё короче, убийства всё чаще. Типичное поведение психопатисеских маньяков. Это могут быть люди любого склада характера, просто им нравится убивать. Сексуальная составляющая обязательна, я это так вижу. Наверняка она убивала перед этим животных, но не попалась. Вы не поверите, но я лично знаю таких женщин. Власть и страдание людей их возбуждает. При этом в личной жизни они ничем не выделяются. Перерождение демонических сущностей, питающихся смертью и страданием. У ""Маши"" только форма человека, а склад ума демона. Не зря врачи её не отпускают, в тюрьме она бы тоже наделала дел. Остальные в репортаже обыкновенные садисты."
1883,Так ещё она девочка была. Девственница. Это ужасно
1884,"Никто не даст ответа, потому что не хотят. Нет пытливого ума и просто желания разобраться."
1885,"какие же мерзкие рассуждения мужчины-росла нормально(ты там присутствовал), от того, что родители не были маргиналами, не значит, что и людьми они были адекватными. И как можно говорить о сексуально насилии-Не травмирующий опыт"
1886,С ума сойти.
1887,"Просто так женщины убивать не начнут , довели )))"
1888,Такое ощущение будто следователь восхищается ей.
1889,"Пардон, но не в тему. Смотрю на лица психологов и врачей из реклам в Ваших роликах и почему-то не вижу зрелых и возрастных. Интересно, почему?"
1890,Жизнь ребенка оценили в 4 года
1891,"Как тяжело в Москве совершать преступления, кругом камеры..."
1892,+ ко всему панические атаки ее поддоткнули
1893,"Не хотите сделать выпуск про ещё одну женщину (старушку) серийную убийцу из Санкт-Петербурга Тамару Самсонову (""баба-яга"")?Тоже интересный случай..."
1894,Где сейчас Оклей?
1895,Давайте дальше ролики о маньяках
1896,спорт порождает брутальность а брутальность - насилие.
1897,Бежевые брекеты это катастрофа!
1898,"Следователь явно восхищается ей. Не удивлюсь, если её выпустят и они семью создатут а потом опять понеслась...и хоп - он уже соучастник вместе с ней, вот и сняли кино. Потом точно снимут, но уже про них двоих, бонни и клайд"
1899,"Бабьё оправдыват себе подобных, какую бы мерзость они не сотворили! 
Ничего нового.."
1900,"Убийца Варшавского шоссе: пил отец, избивал жену , изнасиловали , звоночек на звоночке 
Криминалисты , психологи: ну не убивать же из за этого , из нормальной семьи все было НОРМАЛЬНО "
1901,"Мужчина жуткий, очень странно себя ведет. У него явно нездоровое отношение к Петровой и всей этой ситуации, сложилось ощущение что он скажем так «романтизирует» это преступление и постоянно оправдывает преступницу, фото с ней в обнимку и идея с фильмом подтверждает это, хотя возможно мужик просто решил нажиться…"
1902,цікаве відео
1903,"Ул. Сивашская правильно, а не Севашская. От названия озера СИваш"
1904,"И тут ты понимаешь, что живешь в этом районе…"
1905,"Тут на детство все списать не получиться. Огромное кол-во людей проходят через это: начиная от бытовых разборок в семье и заканчивая изнасилованиями, избиениями и пр., и всем кажется что ""только я самый несчастный"", но далеко не все идут убивать. У нее были мысли это сделать и она сделала, а дальше подсела просто на убийства вот и все и никакой супер-загадки, понравилось просто убивать. Да это затягивает, но человек боится себе и другим признаться, что все вот так вот банально, тупо, люто и страшно и лепит разные отмазки что там чето там домогался, детство итд, но это ложь, просто решил зверануться и дальше по накатанной."
1906,Выходим Маша через месяц/два. Год семьи все таки...
1907,"Почему в Америке дают пожизненное за 1 убийство, а тут за множество он сказал что дали бы ей ну 10 лет? что не так?"
1908,"Очень приятно слушать следователя, в отличии от дам."
1909,Саша пожалуйста используйте стиль рекламы с канала редакция где вся реклама отделяется заставкой в начале. Это неуместно и выбивает из повествования вы говорите о смертях и травмах реальных людей и тут же вставляете нативную интеграцию
1910,На органы таких надо. Зачем им жить.
1911,"я давно 1,5 назад наткнувшись на эту Машу документалкой о,шалевшая и теперь опять она возвратом ко мне,уже специализированной программной темой канала  Саши Сулим...?"
1912,А почему их было не накормить этой отравой ? Сколько людей погубили.... деток...
1913,"Просто поговорить. Не все кто носит с собой нож хочет им кого-то пырнуть, многие просто любят ножи и берут его с собой."
1914,Она позволила себе проявить свою теневую сторону .
1915,"Основная история очень интересная, но меня придавили первые две истории о маньячках, чет прям очень ужасно"
1916,"Если бы нападала она на женщин такой срок она бы не получила, но если нападала на мужчин тогда на полную катушку, это все следствия изнасилования, ненависть"
1917,"странные слова следака в конце фильма, типо намек, что она не шизо - нет дорогой, она шизо сто пудов, очень опасна этой своей нетипичностью, у меня сестра такая, только пока еще никого не чикает ножиком, насмотрелся, начитался. Добавление: нормальная женщина не мечтает о семье и детях, а имеет если не мужа так детей, а эта сделала свой выбор, психиатры знают что у нее за растройство, и если не говорят, то это не значит, что не знают, просто не говорят."
1918,Этот же следователь в другой программе очень скептически относился и предвзято к женщинам которые были в доммашнем насилии... Мол нет они просто хотели убить и все.
1919,В Саше есть что-то маниакальное 
1920,"Почему всего 15 лет , а равноправие где ?"
1921,"Трезвого, не татуированного  и не так похожего на  уголовника, в качестве оперуполномоченного найти не смогли?"
1922,долго копившаяся месть. в какой-то момент разум уступил. это про девушку с ножом
1923,А Битцевский маньяк тоже из Зюзино
1924,"Сразу скажу - я очень рада, что у Александры появился свой канал, но...
Не знаю как в следующих видео, но в этом мне режет уши слишком быстрая манера повествование Александры. Мне больше нравился неторопливый и таинственный темп речи."
1925,"Ведь разобраться просто.изнасилование это глобальный забор энергий,жизненноважнейших иоментов высшей нервной деятельности"
1926,Следователь ''видавший виды''. Как будто побывал по ту сторону ''баррикад''.
1927,
1928,"Цапки, ст. Кущевская"
1929,"Слушаю объяснения психолога и следователя и прикладываю их доводы к Брянской школьнице с ружьëм, которая сейчас у всех на слуху. Что-то общее есть."
1930,"Шизотипия ни с того , ни с сего не бывает"
1931,"Она носила с собой нож, это странно.  Не оправдываю девушку-маньяка, но это не странно вообще,  если в темное время суток идешь домой водиночку.  На меня например нападали, у меня ножа не было, слава богу и так все хорошо обошлось, нападавший испугался моего сопротивления и воплей. Но в критический момент мог бы и пригодится нож. Потом ходила какое-то время , если одна и в темное время суток, и в руке в кармане держала  маленький нож, или ключ держала острием наготове. И сейчас иногда так с ключем  в кармане хожу , привычка осталась"
1932,"Поражает, что на этих страшных историях кто-то пилит вот такой незатейливый контентик, продает рекламу и зарабатывает."
1933,Капец очень маленькие сроки за такие кошмарные убийства детей ((((( как они вообще рассчитываются!!! Все таки лет 30 не менее должно быть
1934,"Неужели вы не слышите, следователь ее жалеет, оправдывает, у него максимальная эмпатия- а вы все докопались до изнасилования. Он рисует образ сильной Амазонки (который ей бы намного больше понравится чем ваши всхлипывания про жертву)."
1935,Вот и не верь после этого в дьявола и демонов.  Что-то же заставило ее это делать.
1936,"Ну,если учесть,что все больше и больше женщин ненавидят мужчин,то чему удивляться?Знаю ни одну,которые могли бы запросто расправиться с мужиком.Никакой жалости не будет."
1937,"Этот мир не совсем такой,каким кажется.Те вещи,которые на наш взгляд имеют явные свойства,на самом деле зачастую имеют совсем противоположные свойства.Так и с мужчинами,и с женщинами.Начнем с того,что принято считать женщин-красивым полом.Но это не так. У нас все устроено,как у уток-селезень красивый и яркий,а уточка серенькая и неприглядная.Так же принято считать,что мужчины более жестоки и злы,а женщины добрее и мягче.На самом деле это тоже не так.Проводилось много опытов в истории человечества,которые доказывали ,что все наоборот-у мужчин есть предохранитель в плане жестокости,а женщины готовы идти на самые ужасные вещи без угрызения совести.Та же педофилия.Среди женщин намного больше педофилок,чем среди мужчин -педофилов.Просто жертвы женщин-педофилок-это мальчики,которые не бегут жаловаться в милицию на изнасилование,а ,наоборот,чаще всего рады случившемуся или не понимают,что их изнасиловали и использовали в преступных замыслах.Девочки же,которые подверглись атаке мужчины-педофила,идут в милицию жаловаться,так как понимают,что рано или поздно факт,что их лишил девственности,всплывет и начнут задавать вопросы.Да и первый половой акт у девочек не всегда приятный.Поэтому мужская педофилия вида,а женская педофилия не заметна,хоть ее гораздо больше. На фоне всего выше сказанного можно смело утверждать,что и склонность женщин к тому,чтобы быть маньяками гораздо выше,чем у мужчин.Просто у мужчин больше сил и смелости делать маньячные преступления.Но склонность больше у женщин и останавливает их только физическая слабость и природная трусость(женская трусость-это не хорошо и не плохо,так заложено природой,чтобы самки выживали)."
1938,Самое интересное здесь ВЕДУЩАЯ !!
1939,"Как появились зло и смерть. 
Когда конец злу и смерти. 
книга Великая борьба,  Эллен Уайт
 - есть и аудио"
1940,"во маньячиллы, насмотришься такого и будешь каждого подозревать-опасаться"
1941,по кирпёчю  на ногу и в залив )) и у сё.
1942,"Какие 10 лет, за такое на несколько пожизненных нужно сажать, и пусть хлебные мякиши давит до усрачки. Вот мужик добряк, неладно дышит к чокнутой."
1943,Думаю в наших психушках страшнее чем в тюрьме
1944,"очень нравится Миронов, удовольствие его слушать. 
(если бы еще марки украшений где-то мелким шрифтом появлялись... каждый раз что-то красивое)"
1945,"интересная история, но зачем экранизировать её? итак хватает всякого"
1946,Не любитель слушать про насилие
1947,"Почитав комментарии хочется сказать, что к сожалению насилию подвергаются огромое количество девочек и женщин в мире а уж про драки в семье особенно советской каждая вторая! Но как вам озвучили женщина маньяк большая редкость. Мое мнение она просто была психически больная такой родилась."
1948,"посмотрел 16 минут и больше не смог, слишком мало рекламы"
1949,"Один вопрос,почему мужикам убийцам не выносят такой приговор??а дают лет 10 и выпускают и они дальше совершают уже более изощреные убийства..."
1950,Первая маньячка очень похожа на актриссу из реальных пацанов)
1951,2 убийства = самая опасная убийца современности
1952,"адвокаты чем думаю защищая и ""выпуская"" на свободу подобных маньяков ?"
1953,За участие убийства детей 4 года??  С ума сойти
1954,"36:37 а я не вижу причины смеяться над ней. Одела каблуки и юбку, после спортивного костюма и что?"
1955,Не Сибашской а Сивашской улицы .
1956,Я сама жертва насилия! Ещё в детстве! Я многое прошла в жизни!
1957,"Жаль, что сейчас всех умных ментов разогнали и они уже ничего не умеют"
1958,"интересно, что думают психологи, смортя на количество просмотров на видео, связанных с маньяками"
1959,а можно без херни вроде всякой рекламмы?
1960,"Зюзино, Варшавское шоссе, сразу говорите что в Москве, не только москвичи смотрят, не первый раз такое вижу в журналистике."
1961,"Удручает желание людей экранизировать истории маньяков. То есть, не хватаем им только всемирной славы за их ""подвиги"". Это очень бы им скрасило их лишения. Убивая, издеваясь, они стремятся  в том числе к ощущению своей значимости, наслаждаются своей властью, то есть значимостью. Претерпевая наказание вдруг им прилетает подарок судьбы в виде славы главного героя фильма, хоть и отрицательного. Своеобразная моральная компенсация за то, что он был пойман и преступление было раскрыто. Это ужас."
1962,Опера не расследуют
1963,"Может у неё не шизотипическое, а аутизм+ещё какое псих. заболевание
Аутисты часто неправильно считывают социальные сигналы"
1964,На мой взгляд есть там не раскрытая история с ее отцом. Не случайно она мужчин выбирала вполне здоровых или возрастных. Пьяного парня на остановке не случайно выбрала.
1965,"Дак тут понятно сразу было , что они маньячки . Даже просто по фамилии понятно Оклей , Петрова , Сулим . Бог шельму метит"
1966,"Эксперты какие-то задроченные душнари. Приглашать психолога и попросить ее давать комментарии по болезням, которые изучают врачи- ну просто мрак "
1967,А с чего это вдруг она самый опасный серийный убийца?
1968,"В каком году , ничего не сказано"
1969,"Это был бы далеко не первый сюжет в Голливуде, когда изнасилованные женщины начинают мстить своим обидчикам. И там выясняется, что у одного папа большая шишка и он его отмазал, а другой успел разбогатеть и предлагает ей большие бабки, а она отказывается. А, когда она до самого главного зачинщика добралась, то он чуть не изнасиловал ее второй раз.. Хороший сюжет, хорошие актеры, хорошая работа."
1970,"вы на взгляд ее посмотрите,дикий пронизывающий"
1971,
1972,"По одной из версий, по другой из версий, сочинили пол истории и сделали сюжет"
1973,"Интересно, есть ли тут парни?"
1974,Я с юности ношу нож )) тоже готовлюсь к чему то по логике следователя 
1975,"Следак, как ВОР В НАКОЛКАХ"
1976,"Если не реклама, можо было и досмтреть."
1977,"Интересная информация, но почему ведущая постоянно дёргает головой, аж укачало"
1978,"Так-то месть, думаю, в данной ситуации сюда подходит. Изнасилование могло сильно отразиться и вызвать ненависть к мужчинам. Многие женщины скажут, что изнасилование не повлияло на них, тк им внушили, что это стыдно и тп. Просто из-за чистого сексуального насилия сломалась девушка и кукуха поехала +строгая семья с насилием физическим
Всегда есть причина у маньяков, у некоторых шиза или семья отвратная, или увидели что-то опасное"
1979,"Видимо её просто никто не забирает. Там, в психушке, их никто не держит. Враньё всё это что их держат долго..."
1980,"Если выбираете себе в качестве работы криминальную журналистику, то почему бы не изучить как работают правоохранительные органы? В уголовном розыске нет и не было следователей, потому что в розыске работают оперуполномояенные полиции, а следователи работают в органах следствия (МВД, СК, ФСБ). Крайне режет слух, когда говорят такие вещи"
1981,"Адвокат-самая лживая и лицемерная профессия,защищать убийц,тем более серийных убийц"
1982,капитаны очевидность )))))
1983,"Зачем все это?.. Бросает маньячную тень на самих авторов. Или просто деньги, которые не состоянии заработать иначе? "
1984,"надеюсь этим ""живцам"" хотябы как-то шею защитили"
1985,"Бедные дети, беззащитные."
1986,"Только сейчас пончла, что у Саши брекеты, или зуб болит.
Я все равно Вас"
1987,"Для меня очевидно, что в каждом мужике она убивала своего отца. 
И судя по тому, что при первой сложности в пубертате её родители оправили её к психиатру, не зря она с ними была не в ладу.
Сидя в дурке больше 20 лет, она конечно общается с родителями нормально, больше никто к ней ходить не будет. Но вполне вероятно, что если она когда-то выйдет, то родителей она и грохнет, если к этому времени сами не помрут."
1988,"У следователя все руки в татуировках,разве это допустимо ?"
1989,"Тети ,в большей степени 'ангел смерти'и 'черные вдовы' ,потом по нисходящей -ревность, зависть,месть.(могу ошибаться)."
1990,Важняк с наколками? 
1991,"Следователь не совсем прав.Сказано же что в детстве ее мать избили Она могла получить ещё тогда психологическуб травму,а в детском возрасте это чревато последствиями.Ей нужно было не нож а газовый балончик или шокер носить в целях самозащиты"
1992,"А фильм-то снимать нужно не о самой девушке, а о человечном оперуполномоченном, который понял и про родителей и их строгое воспитание, и про насилие и про учеников колледжа. ."
1993,Родственникам погибших плевать на ее мотивы.
1994,"Ну так себе ведущий,не её конёк про маньяков рассказывать, она рассказывает ,как аудиокнигу слушаешь"
